g,season,opp,w/l,tm,opp_score,fg,fga,fg_percentage,three_points,three_point_attempts,three_point_percentage,ft,fta,free_throw_percentage,orb,trb,ast,stl,blk,tov,pf,drb,two_point_percentage
37,2011-12,HOU,W,97,92,35,81,0.432,4,14,0.286,23,31,0.742,4,38,26,10,2,13,21,34,0.463
36,2011-12,NYK,W,115,111,45,103,0.437,7,18,0.389,18,22,0.818,12,42,29,12,8,14,24,30,0.447
35,2011-12,NJN,W,107,94,45,87,0.517,4,16,0.25,13,17,0.765,6,40,35,11,4,15,22,34,0.577
34,2011-12,MIL,W,102,96,40,87,0.46,3,16,0.188,19,28,0.679,18,52,26,5,5,14,15,34,0.521
33,2011-12,CLE,W,86,83,33,74,0.446,7,17,0.412,13,14,0.929,5,39,27,6,1,17,20,34,0.456
32,2011-12,OKC,L,104,119,34,70,0.486,7,18,0.389,29,34,0.853,3,32,24,5,7,18,24,29,0.519
31,2011-12,DAL,L,73,89,29,74,0.392,7,24,0.292,8,11,0.727,5,44,17,5,6,16,18,39,0.44
30,2011-12,DET,L,81,96,32,72,0.444,6,16,0.375,11,15,0.733,8,40,22,6,11,22,31,32,0.464
29,2011-12,CHI,L,80,89,31,78,0.397,3,15,0.2,15,18,0.833,6,37,15,8,7,7,21,31,0.444
28,2011-12,DET,L,88,98,34,77,0.442,1,6,0.167,19,32,0.594,8,33,16,7,7,7,20,25,0.465
27,2011-12,CHI,W,95,91,37,75,0.493,3,13,0.231,18,26,0.692,8,44,24,9,9,18,23,36,0.548
26,2011-12,TOR,L,74,86,29,65,0.446,3,10,0.3,13,18,0.722,7,34,18,5,3,16,13,27,0.473
25,2011-12,LAL,L,87,88,38,97,0.392,6,19,0.316,5,5,1.0,12,45,22,7,5,9,21,33,0.41
24,2011-12,CHA,W,94,84,41,81,0.506,4,23,0.174,8,8,1.0,7,37,31,4,3,11,15,30,0.638
23,2011-12,MEM,W,98,80,36,73,0.493,7,20,0.35,19,21,0.905,7,45,28,9,5,18,15,38,0.547
22,2011-12,NYK,W,91,89,31,76,0.408,10,20,0.5,19,25,0.76,15,40,21,4,6,17,25,25,0.375
21,2011-12,TOR,W,100,64,39,75,0.52,12,24,0.5,10,12,0.833,6,46,30,4,6,10,20,40,0.529
20,2011-12,CLE,W,93,90,37,73,0.507,5,14,0.357,14,19,0.737,7,28,25,9,2,14,20,21,0.542
19,2011-12,CLE,L,87,88,36,69,0.522,5,11,0.455,10,14,0.714,5,33,21,6,3,16,16,28,0.534
18,2011-12,IND,W,94,87,38,83,0.458,6,14,0.429,12,14,0.857,9,45,21,6,7,16,21,36,0.464
17,2011-12,ORL,W,91,83,34,73,0.466,10,21,0.476,13,19,0.684,9,37,23,6,11,16,27,28,0.462
16,2011-12,ORL,W,87,56,33,78,0.423,2,13,0.154,19,19,1.0,8,46,21,13,9,15,21,38,0.477
15,2011-12,WAS,W,100,94,37,72,0.514,5,12,0.417,21,30,0.7,7,35,22,7,2,17,20,28,0.533
14,2011-12,PHO,L,71,79,30,74,0.405,4,10,0.4,7,9,0.778,7,32,20,7,5,18,19,25,0.406
13,2011-12,TOR,W,96,73,34,71,0.479,6,16,0.375,22,32,0.688,9,45,21,7,5,9,20,36,0.509
12,2011-12,OKC,L,88,97,34,87,0.391,6,14,0.429,14,16,0.875,15,48,18,6,4,18,17,33,0.384
11,2011-12,IND,L,83,97,32,83,0.386,5,15,0.333,14,18,0.778,15,45,20,4,6,18,24,30,0.397
10,2011-12,CHI,L,79,88,31,75,0.413,6,14,0.429,11,13,0.846,8,34,20,6,3,9,19,26,0.41
9,2011-12,DAL,L,85,90,29,64,0.453,4,11,0.364,23,32,0.719,2,35,19,9,4,15,17,33,0.472
8,2011-12,IND,L,74,87,26,66,0.394,5,14,0.357,17,24,0.708,7,36,16,4,8,12,15,29,0.404
7,2011-12,NJN,W,89,70,35,71,0.493,6,16,0.375,13,21,0.619,12,45,24,7,4,13,20,33,0.527
6,2011-12,WAS,W,100,92,38,83,0.458,10,20,0.5,14,21,0.667,12,43,28,3,4,15,23,31,0.444
5,2011-12,WAS,W,94,86,37,74,0.5,5,12,0.417,15,23,0.652,8,41,26,7,5,16,20,33,0.516
4,2011-12,DET,W,96,85,35,67,0.522,7,16,0.438,19,19,1.0,5,30,25,4,6,10,18,25,0.549
3,2011-12,NOH,L,78,97,29,78,0.372,7,17,0.412,13,18,0.722,13,37,16,4,12,12,22,24,0.361
2,2011-12,MIA,L,107,115,37,72,0.514,12,19,0.632,21,27,0.778,4,28,20,9,3,24,27,24,0.472
1,2011-12,NYK,L,104,106,39,76,0.513,2,5,0.4,24,31,0.774,13,41,28,7,5,18,28,28,0.521
82,2010-11,NYK,W,112,102,48,85,0.565,8,17,0.471,8,13,0.615,5,40,19,9,1,15,21,35,0.588
81,2010-11,WAS,L,94,95,32,84,0.381,2,7,0.286,28,34,0.824,13,49,20,10,10,18,25,36,0.39
80,2010-11,MIA,L,77,100,29,64,0.453,6,13,0.462,13,16,0.813,3,26,16,9,2,14,18,23,0.451
79,2010-11,WAS,W,104,88,36,71,0.507,1,12,0.083,31,35,0.886,8,38,25,12,6,17,17,30,0.593
78,2010-11,CHI,L,81,97,28,73,0.384,2,10,0.2,23,26,0.885,8,35,14,3,3,11,12,27,0.413
77,2010-11,PHI,W,99,82,40,76,0.526,4,10,0.4,15,19,0.789,9,37,29,6,8,15,16,28,0.545
76,2010-11,DET,W,101,90,41,64,0.641,7,11,0.636,12,17,0.706,4,37,30,7,3,19,12,33,0.642
75,2010-11,ATL,L,83,88,33,74,0.446,6,12,0.5,11,20,0.55,3,38,22,5,5,6,19,35,0.435
74,2010-11,SAS,W,107,97,46,84,0.548,2,11,0.182,13,16,0.813,8,43,29,6,4,11,20,35,0.603
73,2010-11,IND,L,100,107,34,62,0.548,4,11,0.364,28,36,0.778,3,29,19,5,3,15,21,26,0.588
72,2010-11,MIN,W,85,82,30,75,0.4,4,15,0.267,21,26,0.808,13,42,18,7,0,9,18,29,0.433
71,2010-11,CHA,L,81,83,29,71,0.408,3,15,0.2,20,26,0.769,9,37,15,3,5,15,24,28,0.464
70,2010-11,MEM,L,87,90,29,69,0.42,7,15,0.467,22,23,0.957,4,37,24,12,0,18,17,33,0.407
69,2010-11,NYK,W,96,86,37,80,0.463,1,10,0.1,21,26,0.808,10,48,17,11,0,8,21,38,0.514
68,2010-11,NOH,W,89,85,35,68,0.515,3,10,0.3,16,19,0.842,6,33,23,8,2,10,22,27,0.552
67,2010-11,HOU,L,77,93,30,71,0.423,1,10,0.1,16,25,0.64,6,35,19,8,4,13,21,29,0.475
66,2010-11,IND,W,92,80,30,64,0.469,6,10,0.6,26,33,0.788,7,36,17,5,9,15,17,29,0.444
65,2010-11,NJN,L,79,88,35,85,0.412,2,10,0.2,7,8,0.875,13,50,22,6,3,11,22,37,0.44
64,2010-11,MIL,W,87,56,33,72,0.458,2,5,0.4,19,24,0.792,10,50,19,9,4,17,15,40,0.463
63,2010-11,PHI,L,86,89,33,79,0.418,3,11,0.273,17,20,0.85,8,45,24,4,5,11,16,37,0.441
62,2010-11,LAC,L,103,108,37,84,0.44,6,17,0.353,23,27,0.852,11,38,21,10,3,9,17,27,0.463
61,2010-11,MIL,W,89,83,35,68,0.515,5,10,0.5,14,15,0.933,3,33,23,11,3,17,17,30,0.517
60,2010-11,GSW,W,107,103,39,73,0.534,7,18,0.389,22,24,0.917,6,28,26,10,2,14,20,22,0.582
59,2010-11,PHO,W,115,103,44,82,0.537,4,12,0.333,23,34,0.676,10,45,24,7,3,11,26,35,0.571
58,2010-11,UTA,W,107,102,39,82,0.476,7,15,0.467,22,25,0.88,6,42,22,9,3,12,27,36,0.478
57,2010-11,LAC,W,99,92,30,73,0.411,4,9,0.444,35,41,0.854,14,43,21,11,3,16,16,29,0.406
56,2010-11,DEN,L,75,89,30,77,0.39,3,17,0.176,12,15,0.8,3,38,18,14,8,12,20,35,0.45
55,2010-11,GSW,W,115,93,50,90,0.556,7,17,0.412,8,11,0.727,11,52,35,7,4,16,24,41,0.589
54,2010-11,NJN,W,94,80,31,72,0.431,2,11,0.182,30,39,0.769,9,37,18,11,5,9,19,28,0.475
53,2010-11,MIA,W,85,82,30,71,0.423,4,15,0.267,21,28,0.75,9,40,19,6,1,13,22,31,0.464
52,2010-11,LAL,L,86,92,33,82,0.402,5,16,0.313,15,19,0.789,12,36,25,4,7,9,25,24,0.424
51,2010-11,CHA,L,89,94,31,76,0.408,5,14,0.357,22,27,0.815,5,37,25,12,5,14,23,32,0.419
50,2010-11,ORL,W,91,80,30,63,0.476,3,9,0.333,28,34,0.824,4,41,21,7,4,15,22,37,0.5
49,2010-11,DAL,L,97,101,40,79,0.506,6,17,0.353,11,16,0.688,10,34,21,7,6,14,18,24,0.548
48,2010-11,SAC,W,95,90,38,85,0.447,4,11,0.364,15,17,0.882,11,43,23,14,3,16,22,32,0.459
47,2010-11,LAL,W,109,96,44,73,0.603,9,17,0.529,12,18,0.667,9,43,34,5,4,15,26,34,0.625
46,2010-11,PHO,L,71,88,27,79,0.342,2,18,0.111,15,23,0.652,8,40,14,13,4,17,19,32,0.41
45,2010-11,POR,W,88,78,30,64,0.469,5,17,0.294,23,33,0.697,8,42,21,7,3,21,18,34,0.532
44,2010-11,CLE,W,112,95,42,84,0.5,11,24,0.458,17,25,0.68,9,43,29,8,5,9,24,34,0.517
43,2010-11,WAS,L,83,85,34,79,0.43,4,15,0.267,11,18,0.611,9,40,20,7,3,10,22,31,0.469
42,2010-11,UTA,W,110,86,37,67,0.552,9,21,0.429,27,31,0.871,7,34,31,15,5,16,30,27,0.609
41,2010-11,DET,W,86,82,34,76,0.447,4,14,0.286,14,25,0.56,14,47,23,5,5,17,16,33,0.484
40,2010-11,ORL,W,109,106,42,70,0.6,3,10,0.3,22,26,0.846,6,30,25,10,6,11,24,24,0.65
39,2010-11,CHA,W,99,94,36,69,0.522,8,19,0.421,19,25,0.76,3,29,22,3,8,11,27,26,0.56
38,2010-11,SAC,W,119,95,50,96,0.521,12,20,0.6,7,11,0.636,12,38,29,16,3,14,21,26,0.5
37,2010-11,HOU,L,102,108,38,75,0.507,5,13,0.385,21,23,0.913,9,31,23,13,2,13,23,22,0.532
36,2010-11,CHI,L,79,90,28,74,0.378,5,12,0.417,18,22,0.818,4,27,12,12,5,8,25,23,0.371
35,2010-11,TOR,W,122,102,46,80,0.575,11,21,0.524,19,28,0.679,14,43,31,4,2,16,15,29,0.593
34,2010-11,SAS,W,105,103,46,75,0.613,5,9,0.556,8,15,0.533,5,36,34,10,4,15,17,31,0.621
33,2010-11,MIN,W,96,93,37,82,0.451,5,16,0.313,17,20,0.85,7,30,22,3,7,10,18,23,0.485
32,2010-11,TOR,W,93,79,38,70,0.543,6,12,0.5,11,19,0.579,2,37,30,5,6,14,18,35,0.552
31,2010-11,NOH,L,81,83,34,76,0.447,3,16,0.188,10,15,0.667,10,40,16,6,8,17,17,30,0.517
30,2010-11,DET,L,92,104,34,66,0.515,6,15,0.4,18,19,0.947,5,28,18,9,3,21,17,23,0.549
29,2010-11,IND,W,95,83,37,73,0.507,6,11,0.545,15,22,0.682,5,39,18,6,5,12,19,34,0.5
28,2010-11,ORL,L,78,86,28,81,0.346,4,17,0.235,18,21,0.857,6,39,15,8,3,11,24,33,0.375
27,2010-11,PHI,W,84,80,31,80,0.388,6,20,0.3,16,21,0.762,12,43,19,8,4,10,23,31,0.417
26,2010-11,IND,W,99,88,41,76,0.539,3,14,0.214,14,18,0.778,4,45,23,9,4,18,23,41,0.613
25,2010-11,ATL,W,102,90,44,83,0.53,6,18,0.333,8,11,0.727,9,33,28,12,1,12,17,24,0.585
24,2010-11,NYK,W,118,116,45,86,0.523,7,14,0.5,21,21,1.0,11,39,26,11,2,13,19,28,0.528
23,2010-11,CHA,W,93,62,31,71,0.437,8,21,0.381,23,28,0.821,11,48,21,15,10,18,21,37,0.46
22,2010-11,PHI,W,102,101,38,68,0.559,7,12,0.583,19,21,0.905,5,33,22,8,6,15,21,28,0.554
21,2010-11,DEN,W,105,89,38,68,0.559,4,15,0.267,25,36,0.694,4,42,26,8,10,19,17,38,0.642
20,2010-11,NJN,W,100,75,39,77,0.506,3,15,0.2,19,29,0.655,8,49,24,8,4,13,19,41,0.581
19,2010-11,CHI,W,104,92,43,81,0.531,1,9,0.111,17,22,0.773,8,44,29,7,4,9,23,36,0.583
18,2010-11,POR,W,99,95,36,63,0.571,6,14,0.429,21,26,0.808,3,30,23,4,3,17,20,27,0.612
17,2010-11,CLE,W,106,87,44,87,0.506,5,13,0.385,13,23,0.565,8,49,29,7,8,13,19,41,0.527
16,2010-11,TOR,W,110,101,41,76,0.539,4,13,0.308,24,30,0.8,8,35,33,10,8,11,21,27,0.587
15,2010-11,NJN,W,89,83,35,78,0.449,5,12,0.417,14,23,0.609,7,33,25,11,5,10,17,26,0.455
14,2010-11,ATL,W,99,76,40,75,0.533,5,11,0.455,14,18,0.778,10,50,26,5,6,15,14,40,0.547
13,2010-11,TOR,L,101,102,34,71,0.479,5,13,0.385,28,38,0.737,6,36,17,6,4,12,28,30,0.5
12,2010-11,OKC,L,84,89,33,68,0.485,1,8,0.125,17,27,0.63,3,31,20,7,3,14,25,28,0.533
11,2010-11,WAS,W,114,83,50,76,0.658,8,13,0.615,6,13,0.462,11,40,32,7,2,14,17,29,0.667
10,2010-11,MEM,W,116,110,45,78,0.577,7,12,0.583,19,26,0.731,3,32,32,12,5,14,21,29,0.576
9,2010-11,MIA,W,112,107,43,79,0.544,9,16,0.563,17,25,0.68,9,35,24,5,0,10,30,26,0.54
8,2010-11,DAL,L,87,89,38,91,0.418,4,8,0.5,7,7,1.0,14,42,24,11,2,12,21,28,0.41
7,2010-11,OKC,W,92,83,36,76,0.474,4,10,0.4,16,20,0.8,8,40,22,9,3,11,16,32,0.485
6,2010-11,CHI,W,110,105,42,82,0.512,4,11,0.364,22,25,0.88,3,31,27,11,3,14,20,28,0.535
5,2010-11,MIL,W,105,102,37,79,0.468,4,12,0.333,27,32,0.844,10,43,24,9,6,16,29,33,0.493
4,2010-11,DET,W,109,86,42,81,0.519,7,21,0.333,18,18,1.0,10,36,33,10,7,8,19,26,0.583
3,2010-11,NYK,W,105,101,44,91,0.484,5,16,0.313,12,18,0.667,14,54,33,2,1,17,23,40,0.52
2,2010-11,CLE,L,87,95,34,72,0.472,3,12,0.25,16,21,0.762,6,38,24,8,1,19,24,32,0.517
1,2010-11,MIA,W,88,80,32,69,0.464,8,16,0.5,16,25,0.64,8,42,25,6,4,18,19,34,0.453
82,2009-10,MIL,L,95,106,36,76,0.474,8,22,0.364,15,21,0.714,7,34,23,4,3,8,22,27,0.519
81,2009-10,CHI,L,93,101,35,80,0.438,5,15,0.333,18,24,0.75,8,40,18,4,3,9,24,32,0.462
80,2009-10,MIL,W,105,90,35,75,0.467,4,9,0.444,31,35,0.886,12,42,15,8,6,9,24,30,0.47
79,2009-10,WAS,L,96,106,38,90,0.422,9,25,0.36,11,19,0.579,14,40,24,9,4,13,27,26,0.446
78,2009-10,TOR,W,115,104,40,71,0.563,7,17,0.412,28,33,0.848,9,36,22,5,5,14,17,27,0.611
77,2009-10,NYK,L,101,104,40,73,0.548,7,18,0.389,14,22,0.636,5,34,26,4,4,18,22,29,0.6
76,2009-10,CLE,W,117,113,39,80,0.488,8,13,0.615,31,38,0.816,6,38,28,6,4,10,27,32,0.463
75,2009-10,HOU,L,114,119,43,83,0.518,4,13,0.308,24,37,0.649,11,35,24,12,4,14,27,24,0.557
74,2009-10,OKC,L,104,109,44,74,0.595,3,13,0.231,13,17,0.765,7,32,30,9,5,14,25,25,0.672
73,2009-10,SAS,L,73,94,27,74,0.365,1,14,0.071,18,21,0.857,9,37,14,5,2,10,19,28,0.433
72,2009-10,SAC,W,94,86,36,90,0.4,3,17,0.176,19,28,0.679,13,45,25,13,10,8,23,32,0.452
71,2009-10,DEN,W,113,99,44,90,0.489,4,18,0.222,21,26,0.808,17,45,30,9,5,11,34,28,0.556
70,2009-10,UTA,L,97,110,33,74,0.446,6,19,0.316,25,33,0.758,11,37,15,9,6,18,23,26,0.491
69,2009-10,DAL,W,102,93,39,75,0.52,5,17,0.294,19,22,0.864,8,40,19,12,4,17,19,32,0.586
68,2009-10,HOU,W,94,87,37,81,0.457,10,23,0.435,10,16,0.625,10,43,25,9,4,11,28,33,0.466
67,2009-10,NYK,W,109,97,42,83,0.506,7,20,0.35,18,20,0.9,12,45,28,9,5,18,19,33,0.556
66,2009-10,DET,W,119,93,46,74,0.622,7,16,0.438,20,28,0.714,8,36,34,8,6,11,25,28,0.672
65,2009-10,CLE,L,93,104,32,80,0.4,6,17,0.353,23,30,0.767,11,43,18,5,2,11,33,32,0.413
64,2009-10,IND,W,122,103,45,77,0.584,8,16,0.5,24,29,0.828,1,34,28,12,5,14,25,33,0.607
63,2009-10,MEM,L,91,111,35,80,0.438,6,21,0.286,15,24,0.625,6,29,21,11,6,9,16,23,0.492
62,2009-10,MIL,L,84,86,30,68,0.441,5,12,0.417,19,22,0.864,4,34,18,9,2,15,16,30,0.446
61,2009-10,WAS,W,86,83,30,73,0.411,5,12,0.417,21,26,0.808,8,37,15,9,1,16,21,29,0.41
60,2009-10,PHI,W,96,86,35,69,0.507,4,12,0.333,22,27,0.815,9,41,24,7,7,17,13,32,0.544
59,2009-10,CHA,W,104,80,38,71,0.535,10,16,0.625,18,28,0.643,4,38,27,10,8,13,20,34,0.509
58,2009-10,DET,W,105,100,35,76,0.461,9,18,0.5,26,31,0.839,10,34,26,11,2,12,19,24,0.448
57,2009-10,NJN,L,96,104,42,84,0.5,3,19,0.158,9,11,0.818,14,41,32,8,3,18,29,27,0.6
56,2009-10,CLE,L,88,108,33,81,0.407,6,18,0.333,16,23,0.696,11,40,19,8,3,11,19,29,0.429
55,2009-10,NYK,W,110,106,44,79,0.557,5,16,0.313,17,22,0.773,6,37,34,11,5,12,16,31,0.619
54,2009-10,DEN,L,105,114,45,85,0.529,2,13,0.154,13,24,0.542,8,37,25,10,12,13,29,29,0.597
53,2009-10,POR,W,96,76,39,73,0.534,6,16,0.375,12,23,0.522,5,33,27,8,6,14,26,28,0.579
52,2009-10,LAL,W,87,86,37,84,0.44,5,15,0.333,8,13,0.615,8,43,21,5,7,10,18,35,0.464
51,2009-10,SAC,W,95,92,30,80,0.375,9,23,0.391,26,31,0.839,8,45,19,7,7,13,23,37,0.368
50,2009-10,NOH,L,85,93,34,72,0.472,1,8,0.125,16,27,0.593,5,37,20,12,5,22,20,32,0.516
49,2009-10,ORL,L,89,96,35,83,0.422,5,16,0.313,14,19,0.737,12,40,24,9,1,11,22,28,0.448
48,2009-10,NJN,W,96,87,36,72,0.5,5,15,0.333,19,25,0.76,7,36,26,6,1,12,19,29,0.544
47,2009-10,MIA,W,107,102,37,76,0.487,6,16,0.375,27,39,0.692,15,41,29,9,2,17,19,26,0.517
46,2009-10,WAS,W,99,88,34,62,0.548,3,8,0.375,28,36,0.778,4,39,24,6,6,16,23,35,0.574
45,2009-10,LAL,L,89,90,34,73,0.466,6,20,0.3,15,19,0.789,10,39,20,10,2,18,21,29,0.528
44,2009-10,ATL,L,91,100,31,74,0.419,3,12,0.25,26,30,0.867,7,35,18,6,5,16,20,28,0.452
43,2009-10,ORL,L,94,96,35,74,0.473,12,26,0.462,12,18,0.667,6,32,22,7,4,14,30,26,0.479
42,2009-10,LAC,W,95,89,34,72,0.472,4,14,0.286,23,34,0.676,5,43,21,10,3,14,15,38,0.517
41,2009-10,POR,W,98,95,38,78,0.487,6,20,0.3,16,18,0.889,6,37,25,7,7,16,28,31,0.552
40,2009-10,DET,L,86,92,30,70,0.429,5,19,0.263,21,28,0.75,5,35,16,12,7,18,20,30,0.49
39,2009-10,DAL,L,90,99,39,77,0.506,4,13,0.308,8,16,0.5,5,32,26,8,4,12,19,27,0.547
38,2009-10,CHI,L,83,96,32,71,0.451,4,17,0.235,15,28,0.536,9,39,17,6,5,15,21,30,0.519
37,2009-10,NJN,W,111,87,43,81,0.531,6,17,0.353,19,30,0.633,14,47,30,9,5,14,30,33,0.578
36,2009-10,ATL,L,96,102,36,65,0.554,10,20,0.5,14,18,0.778,3,35,19,2,2,16,21,32,0.578
35,2009-10,TOR,W,114,107,40,79,0.506,11,26,0.423,23,34,0.676,14,41,26,10,6,12,21,27,0.547
34,2009-10,ATL,L,85,93,31,76,0.408,9,24,0.375,14,20,0.7,9,36,22,11,3,14,14,27,0.423
33,2009-10,MIA,W,112,106,36,67,0.537,7,17,0.412,33,41,0.805,5,42,19,9,8,24,26,37,0.58
32,2009-10,TOR,W,103,96,36,70,0.514,6,16,0.375,25,31,0.806,8,36,26,10,5,14,21,28,0.556
31,2009-10,PHO,L,98,116,35,83,0.422,6,21,0.286,22,30,0.733,13,38,18,9,2,14,26,25,0.468
30,2009-10,GSW,L,99,103,40,80,0.5,5,19,0.263,14,21,0.667,10,44,28,8,5,25,24,34,0.574
29,2009-10,LAC,L,90,92,39,83,0.47,1,12,0.083,11,15,0.733,12,37,21,9,5,11,23,25,0.535
28,2009-10,ORL,W,86,77,31,73,0.425,4,15,0.267,20,28,0.714,10,48,19,8,6,20,25,38,0.466
27,2009-10,IND,W,103,94,30,79,0.38,6,20,0.3,37,40,0.925,11,40,21,15,7,10,21,29,0.407
26,2009-10,MIN,W,122,104,42,81,0.519,9,18,0.5,29,35,0.829,10,45,34,7,7,16,25,35,0.524
25,2009-10,PHI,L,97,98,36,80,0.45,5,15,0.333,20,27,0.741,16,46,21,10,7,17,21,30,0.477
24,2009-10,MEM,W,110,105,42,80,0.525,10,20,0.5,16,21,0.762,11,36,25,6,7,12,21,25,0.533
23,2009-10,CHI,W,106,80,38,88,0.432,8,26,0.308,22,30,0.733,10,49,25,8,13,9,22,39,0.484
22,2009-10,WAS,W,104,102,37,75,0.493,4,12,0.333,26,37,0.703,10,40,20,6,5,14,21,30,0.524
21,2009-10,MIL,W,98,89,35,67,0.522,6,18,0.333,22,31,0.71,5,35,24,17,1,15,23,30,0.592
20,2009-10,OKC,W,105,87,39,69,0.565,9,17,0.529,18,24,0.75,9,40,24,10,1,16,19,31,0.577
19,2009-10,SAS,W,90,83,36,78,0.462,4,18,0.222,14,19,0.737,2,32,22,7,8,12,20,30,0.533
18,2009-10,CHA,W,108,90,36,66,0.545,10,17,0.588,26,29,0.897,8,38,24,4,9,17,25,30,0.531
17,2009-10,MIA,W,92,85,36,69,0.522,5,21,0.238,15,23,0.652,6,41,21,5,7,14,24,35,0.646
16,2009-10,TOR,W,116,103,48,77,0.623,7,17,0.412,13,15,0.867,6,26,33,15,1,16,20,20,0.683
15,2009-10,PHI,W,113,110,38,78,0.487,7,27,0.259,30,39,0.769,11,37,23,6,3,12,22,26,0.608
14,2009-10,NYK,W,107,105,35,85,0.412,10,25,0.4,27,35,0.771,11,48,21,11,8,15,28,37,0.417
13,2009-10,ORL,L,78,83,30,87,0.345,2,19,0.105,16,18,0.889,14,43,20,11,7,12,25,29,0.412
12,2009-10,GSW,W,109,95,42,80,0.525,8,19,0.421,17,27,0.63,10,36,25,7,3,18,20,26,0.557
11,2009-10,IND,L,104,113,39,82,0.476,3,12,0.25,23,31,0.742,14,43,18,4,3,14,23,29,0.514
10,2009-10,ATL,L,86,97,36,73,0.493,1,15,0.067,13,19,0.684,6,29,20,6,4,15,23,23,0.603
9,2009-10,UTA,W,105,86,41,77,0.532,7,19,0.368,16,18,0.889,12,33,30,7,3,15,17,21,0.586
8,2009-10,NJN,W,86,76,31,69,0.449,1,10,0.1,23,29,0.793,3,37,21,20,3,12,16,34,0.508
7,2009-10,PHO,L,103,110,45,87,0.517,4,18,0.222,9,18,0.5,12,42,30,9,7,12,22,30,0.594
6,2009-10,MIN,W,92,90,37,83,0.446,5,19,0.263,13,19,0.684,8,36,23,9,6,9,13,28,0.5
5,2009-10,PHI,W,105,74,41,72,0.569,14,20,0.7,9,14,0.643,7,39,27,10,4,17,21,32,0.519
4,2009-10,NOH,W,97,87,41,76,0.539,6,15,0.4,9,14,0.643,4,36,27,6,2,15,17,32,0.574
3,2009-10,CHI,W,118,90,43,74,0.581,12,24,0.5,20,24,0.833,10,42,33,7,5,16,22,32,0.62
2,2009-10,CHA,W,92,59,33,76,0.434,11,29,0.379,15,19,0.789,10,44,28,10,8,12,22,34,0.468
1,2009-10,CLE,W,95,89,32,72,0.444,9,19,0.474,22,26,0.846,6,38,20,9,8,14,27,32,0.434
82,2008-09,WAS,W,115,107,45,85,0.529,10,18,0.556,15,24,0.625,12,41,29,6,2,16,25,29,0.522
81,2008-09,PHI,W,100,98,41,79,0.519,9,16,0.563,9,17,0.529,13,41,24,10,7,15,23,28,0.508
80,2008-09,CLE,L,76,107,29,81,0.358,5,18,0.278,13,22,0.591,7,28,20,8,5,10,27,21,0.381
79,2008-09,MIA,W,105,98,38,81,0.469,9,14,0.643,20,21,0.952,14,44,20,4,5,12,20,30,0.433
78,2008-09,NJN,W,106,104,41,79,0.519,5,14,0.357,19,23,0.826,8,40,23,6,5,10,17,32,0.554
77,2008-09,ATL,W,104,92,40,75,0.533,6,14,0.429,18,21,0.857,7,38,26,7,10,16,19,31,0.557
76,2008-09,CHA,W,111,109,41,77,0.532,11,29,0.379,18,26,0.692,11,40,21,9,7,24,23,29,0.625
75,2008-09,OKC,W,103,84,39,83,0.47,8,23,0.348,17,24,0.708,15,48,29,7,5,12,22,33,0.517
74,2008-09,ATL,W,99,93,37,78,0.474,9,20,0.45,16,21,0.762,14,45,22,5,2,14,25,31,0.483
73,2008-09,ORL,L,82,84,33,76,0.434,4,16,0.25,12,15,0.8,12,47,14,5,4,18,19,35,0.483
72,2008-09,LAC,W,90,77,35,73,0.479,7,11,0.636,13,17,0.765,4,33,23,13,3,14,18,29,0.452
71,2008-09,MEM,W,105,87,41,73,0.562,7,20,0.35,16,23,0.696,7,38,30,6,5,16,16,31,0.642
70,2008-09,SAS,W,80,77,34,82,0.415,3,6,0.5,9,13,0.692,6,44,20,6,6,4,17,38,0.408
69,2008-09,MIA,W,112,108,45,82,0.549,6,10,0.6,16,24,0.667,6,41,30,2,5,10,28,35,0.542
68,2008-09,CHI,L,121,127,43,87,0.494,11,20,0.55,24,27,0.889,13,42,21,3,4,13,26,29,0.478
67,2008-09,MIL,L,77,86,26,69,0.377,1,12,0.083,24,35,0.686,15,48,17,5,5,25,28,33,0.439
66,2008-09,MEM,W,102,92,38,76,0.5,7,22,0.318,19,23,0.826,12,41,26,8,7,13,23,29,0.574
65,2008-09,MIA,L,99,107,33,73,0.452,8,16,0.5,25,33,0.758,14,41,15,7,4,17,26,27,0.439
64,2008-09,ORL,L,79,86,30,76,0.395,2,10,0.2,17,24,0.708,8,44,10,2,2,17,23,36,0.424
63,2008-09,CLE,W,105,94,45,83,0.542,6,16,0.375,9,12,0.75,9,36,31,4,4,8,23,27,0.582
62,2008-09,NJN,W,115,111,41,67,0.612,8,13,0.615,25,30,0.833,8,39,26,8,1,19,25,31,0.611
61,2008-09,DET,L,95,105,35,75,0.467,2,14,0.143,23,28,0.821,11,35,21,3,1,12,27,24,0.541
60,2008-09,IND,W,104,99,39,74,0.527,10,19,0.526,16,23,0.696,7,35,31,4,8,15,21,28,0.527
59,2008-09,LAC,L,91,93,31,66,0.47,7,16,0.438,22,32,0.688,9,41,20,7,5,20,23,32,0.48
58,2008-09,DEN,W,114,76,41,83,0.494,14,23,0.609,18,21,0.857,11,46,28,8,5,10,24,35,0.45
57,2008-09,PHO,W,128,108,46,73,0.63,8,18,0.444,28,40,0.7,8,40,17,5,2,19,25,32,0.691
56,2008-09,UTA,L,85,90,31,71,0.437,4,13,0.308,19,29,0.655,10,43,14,7,5,19,30,33,0.466
